row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,region,category,sub-category,product_name,sales,quantity,discount,profit
123,Ca-2016-103730,2016-12-06,2016-06-15,First Class,Sc-20725,Steven Cartwright,Consumer,Wilmington,Delaware,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0.0,51.759
124,Ca-2016-103730,2016-12-06,2016-06-15,First Class,Sc-20725,Steven Cartwright,Consumer,Wilmington,Delaware,East,Technology,Phones,Kld Oscar Ii Style Snap-On Ultra Thin Side Flip Synthetic Leather Cover Case For Htc One Htc M7,68.04,7,0.0,19.7316
125,Us-2014-152030,2014-12-26,2014-12-28,Second Class,Ad-10180,Alan Dominguez,Home Office,Houston,Texas,Central,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,600.558,3,0.3,-8.5794
126,Us-2014-134614,2014-09-20,2014-09-25,Standard Class,Pf-19165,Philip Fox,Consumer,Bloomington,Illinois,Central,Furniture,Tables,Bevis 44 X 96 Conference Tables,617.7,6,0.5,-407.682
127,Us-2017-107272,2017-05-11,2017-12-11,Standard Class,Ts-21610,Troy Staebel,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308
128,Us-2017-107272,2017-05-11,2017-12-11,Standard Class,Ts-21610,Troy Staebel,Consumer,Phoenix,Arizona,West,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle Ii, Black",243.992,7,0.2,30.499
129,Us-2016-125969,2016-06-11,2016-10-11,Second Class,Ls-16975,Lindsay Shagiari,Home Office,Los Angeles,California,West,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602
130,Us-2016-125969,2016-06-11,2016-10-11,Second Class,Ls-16975,Lindsay Shagiari,Home Office,Los Angeles,California,West,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats For High Pile Carpets,238.56,3,0.0,26.2416
131,Us-2017-164147,2017-02-02,2017-05-02,First Class,Dw-13585,Dorothy Wardle,Corporate,Columbus,Ohio,East,Technology,Phones,Anker 36W 4-Port Usb Wall Charger Travel Power Adapter For Iphone 5S 5C 5,59.97,5,0.4,-11.994
132,Us-2017-164147,2017-02-02,2017-05-02,First Class,Dw-13585,Dorothy Wardle,Corporate,Columbus,Ohio,East,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.364
133,Us-2017-164147,2017-02-02,2017-05-02,First Class,Dw-13585,Dorothy Wardle,Corporate,Columbus,Ohio,East,Office Supplies,Fasteners,Staples,21.456,9,0.2,6.9732
134,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Paper,Xerox 195,20.04,3,0.0,9.6192
135,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Paper,Xerox 1880,35.44,1,0.0,16.6568
136,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0.0,3.456
137,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0.0,1.9698
138,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Binders,Gbc Wire Binding Strips,76.176,3,0.2,26.6616
139,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,Roseville,California,West,Office Supplies,Supplies,Fiskars Softgrip Scissors,65.88,6,0.0,18.4464
140,Ca-2016-145583,2016-10-13,2016-10-19,Standard Class,Lc-16885,Lena Creighton,Consumer,Roseville,California,West,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0.0,20.6976
141,Ca-2016-110366,2016-05-09,2016-07-09,Second Class,Jd-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
142,Ca-2017-106180,2017-09-18,2017-09-23,Standard Class,Sh-19975,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Art,Newell 343,8.82,3,0.0,2.3814
143,Ca-2017-106180,2017-09-18,2017-09-23,Standard Class,Sh-19975,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Envelopes,Convenience Packs Of Business Envelopes,10.86,3,0.0,5.1042
144,Ca-2017-106180,2017-09-18,2017-09-23,Standard Class,Sh-19975,Sally Hughsby,Corporate,San Francisco,California,West,Office Supplies,Paper,Xerox 1911,143.7,3,0.0,68.976
145,Ca-2017-155376,2017-12-22,2017-12-27,Standard Class,Sg-20080,Sandra Glassco,Consumer,Independence,Missouri,Central,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,3,0.0,218.2518
146,Ca-2015-110744,2015-07-09,2015-12-09,Standard Class,Ha-14920,Helen Andreada,Consumer,Pasadena,California,West,Office Supplies,Storage,Safco Industrial Wire Shelving,671.93,7,0.0,20.1579
147,Ca-2014-110072,2014-10-22,2014-10-28,Standard Class,Mg-17680,Maureen Gastineau,Home Office,Newark,Ohio,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.9096
148,Ca-2016-114489,2016-05-12,2016-09-12,Standard Class,Je-16165,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Technology,Phones,Plantronics Cordless Phone Headset With In-Line Volume - M214C,384.45,11,0.0,103.8015
149,Ca-2016-114489,2016-05-12,2016-09-12,Standard Class,Je-16165,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Technology,Phones,Anker Astro 15000Mah Usb Portable Charger,149.97,3,0.0,5.9988
150,Ca-2016-114489,2016-05-12,2016-09-12,Standard Class,Je-16165,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,8,0.0,585.552
151,Ca-2016-114489,2016-05-12,2016-09-12,Standard Class,Je-16165,Justin Ellison,Corporate,Franklin,Wisconsin,Central,Office Supplies,Binders,Gbc Prestige Therm-A-Bind Covers,171.55,5,0.0,80.6285
152,Ca-2016-158834,2016-03-13,2016-03-16,First Class,Tw-21025,Tamara Willingham,Home Office,Scottsdale,Arizona,West,Office Supplies,Appliances,Belkin 7 Outlet Surgemaster Surge Protector With Phone Protection,157.92,5,0.2,17.766
153,Ca-2016-158834,2016-03-13,2016-03-16,First Class,Tw-21025,Tamara Willingham,Home Office,Scottsdale,Arizona,West,Technology,Phones,Jabra Biz 2300 Duo Qd Duo Corded Headset,203.184,2,0.2,15.2388
154,Ca-2015-124919,2015-05-31,2015-02-06,First Class,Sp-20650,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,0.0,26.271
155,Ca-2015-124919,2015-05-31,2015-02-06,First Class,Sp-20650,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Paper,Xerox 1883,105.52,4,0.0,48.5392
156,Ca-2015-124919,2015-05-31,2015-02-06,First Class,Sp-20650,Stephanie Phelps,Corporate,San Jose,California,West,Office Supplies,Storage,"Tenex Personal Project File With Scoop Front Design, Black",80.88,6,0.0,21.0288
157,Ca-2015-118948,2015-05-28,2015-03-06,Standard Class,Nk-18490,Neil Knudson,Home Office,Seattle,Washington,West,Office Supplies,Art,Newell 311,6.63,3,0.0,1.7901
158,Ca-2014-104269,2014-01-03,2014-06-03,Second Class,Db-13060,Dave Brooks,Consumer,Seattle,Washington,West,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,457.568,2,0.2,51.4764
159,Ca-2016-114104,2016-11-20,2016-11-24,Standard Class,Np-18670,Nora Paige,Consumer,Edmond,Oklahoma,Central,Office Supplies,Labels,Avery 519,14.62,2,0.0,6.8714
160,Ca-2016-114104,2016-11-20,2016-11-24,Standard Class,Np-18670,Nora Paige,Consumer,Edmond,Oklahoma,Central,Technology,Phones,Avaya 5420 Digital Phone,944.93,7,0.0,236.2325
161,Ca-2016-162733,2016-11-05,2016-12-05,First Class,Tt-21070,Ted Trevino,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1920,5.98,1,0.0,2.691
162,Ca-2015-119697,2015-12-28,2015-12-31,Second Class,Em-13960,Eric Murdock,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Lenovo 17-Key Usb Numeric Keypad,54.384,2,0.2,1.3596
163,Ca-2016-154508,2016-11-16,2016-11-20,Standard Class,Rd-19900,Ruben Dartt,Consumer,Carlsbad,New Mexico,West,Office Supplies,Envelopes,Staple Envelope,28.4,5,0.0,13.348
164,Ca-2016-113817,2016-07-11,2016-11-11,Standard Class,Mj-17740,Max Jones,Consumer,Seattle,Washington,West,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,27.68,2,0.2,9.688
165,Ca-2014-139892,2014-08-09,2014-12-09,Standard Class,Bm-11140,Becky Martin,Consumer,San Antonio,Texas,Central,Office Supplies,Art,Bic Brite Liner Highlighters,9.936,3,0.2,2.7324
166,Ca-2014-139892,2014-08-09,2014-12-09,Standard Class,Bm-11140,Becky Martin,Consumer,San Antonio,Texas,Central,Technology,Machines,Lexmark Mx611Dhe Monochrome Laser Printer,8159.952,8,0.4,-1359.992
167,Ca-2014-139892,2014-08-09,2014-12-09,Standard Class,Bm-11140,Becky Martin,Consumer,San Antonio,Texas,Central,Office Supplies,Storage,Space Solutions Hd Industrial Steel Shelving.,275.928,3,0.2,-58.6347
168,Ca-2014-139892,2014-08-09,2014-12-09,Standard Class,Bm-11140,Becky Martin,Consumer,San Antonio,Texas,Central,Furniture,Chairs,Safco Arco Folding Chair,1740.06,9,0.3,-24.858
169,Ca-2014-139892,2014-08-09,2014-12-09,Standard Class,Bm-11140,Becky Martin,Consumer,San Antonio,Texas,Central,Office Supplies,Art,Sanford Liquid Accent Highlighters,32.064,6,0.2,6.8136
170,Ca-2014-139892,2014-08-09,2014-12-09,Standard Class,Bm-11140,Becky Martin,Consumer,San Antonio,Texas,Central,Office Supplies,Appliances,Kensington 7 Outlet Masterpiece Power Center,177.98,5,0.8,-453.849
171,Ca-2014-139892,2014-08-09,2014-12-09,Standard Class,Bm-11140,Becky Martin,Consumer,San Antonio,Texas,Central,Technology,Phones,Jbl Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985
172,Ca-2014-118962,2014-05-08,2014-09-08,Standard Class,Cs-12130,Chad Sievert,Consumer,Los Angeles,California,West,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” X 11”",20.94,3,0.0,9.8418
173,Ca-2014-118962,2014-05-08,2014-09-08,Standard Class,Cs-12130,Chad Sievert,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1913,110.96,2,0.0,53.2608
174,Ca-2014-118962,2014-05-08,2014-09-08,Standard Class,Cs-12130,Chad Sievert,Consumer,Los Angeles,California,West,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,0.2,21.259
175,Us-2014-100853,2014-09-14,2014-09-19,Standard Class,Jb-15400,Jennifer Braxton,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,Kensington 7 Outlet Masterpiece Homeoffice Power Control Center,52.448,2,0.8,-131.12
176,Us-2014-100853,2014-09-14,2014-09-19,Standard Class,Jb-15400,Jennifer Braxton,Corporate,Chicago,Illinois,Central,Office Supplies,Labels,Avery 51,20.16,4,0.2,6.552
177,Us-2017-152366,2017-04-21,2017-04-25,Second Class,Sj-20500,Shirley Jackson,Consumer,Houston,Texas,Central,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",97.264,4,0.8,-243.16
178,Us-2015-101511,2015-11-21,2015-11-23,Second Class,Je-15745,Joel Eaton,Consumer,Newark,Ohio,East,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.802,7,0.3,-11.3372
179,Us-2015-101511,2015-11-21,2015-11-23,Second Class,Je-15745,Joel Eaton,Consumer,Newark,Ohio,East,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.7715
180,Ca-2015-137225,2015-12-15,2015-12-19,Standard Class,Jk-15640,Jim Kriz,Home Office,New York City,New York,East,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0.0,1.4104
181,Ca-2014-166191,2014-05-12,2014-09-12,Second Class,Dk-13150,David Kendrick,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote With Lid, Black",24.816,2,0.2,1.8612
182,Ca-2014-166191,2014-05-12,2014-09-12,Second Class,Dk-13150,David Kendrick,Corporate,Decatur,Illinois,Central,Technology,Accessories,Imation Secure+ Hardware Encrypted Usb 2.0 Flash Drive; 16Gb,408.744,7,0.2,76.6395
183,Ca-2014-158274,2014-11-19,2014-11-24,Second Class,Rm-19675,Robert Marley,Home Office,Monroe,Louisiana,South,Technology,Phones,At&T Tr1909W,503.96,4,0.0,131.0296
184,Ca-2014-158274,2014-11-19,2014-11-24,Second Class,Rm-19675,Robert Marley,Home Office,Monroe,Louisiana,South,Technology,Phones,Nokia Lumia 521 (T-Mobile),149.95,5,0.0,41.986
185,Ca-2014-158274,2014-11-19,2014-11-24,Second Class,Rm-19675,Robert Marley,Home Office,Monroe,Louisiana,South,Technology,Accessories,Hp Standard 104 Key Ps/2 Keyboard,29.0,2,0.0,7.25
186,Ca-2016-105018,2016-11-28,2016-02-12,Standard Class,Sk-19990,Sally Knutson,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0.0,3.4368
187,Ca-2014-123260,2014-08-26,2014-08-30,Standard Class,Fm-14290,Frank Merwin,Home Office,Los Angeles,California,West,Technology,Accessories,Sandisk Ultra 32 Gb Microsdhc Class 10 Memory Card,176.8,8,0.0,22.984
188,Ca-2016-157000,2016-07-16,2016-07-22,Standard Class,Am-10360,Alice Mccarthy,Corporate,Grand Prairie,Texas,Central,Office Supplies,Storage,"Personal Filing Tote With Lid, Black/Gray",37.224,3,0.2,3.7224
189,Ca-2016-157000,2016-07-16,2016-07-22,Standard Class,Am-10360,Alice Mccarthy,Corporate,Grand Prairie,Texas,Central,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,3,0.2,6.255
190,Ca-2015-102281,2015-12-10,2015-10-14,First Class,Mp-17470,Mark Packer,Home Office,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392
191,Ca-2015-102281,2015-12-10,2015-10-14,First Class,Mp-17470,Mark Packer,Home Office,New York City,New York,East,Technology,Phones,I Need'S 3D Hello Kitty Hybrid Silicone Case Cover For Htc One X 4G With 3D Hello Kitty Stylus Pen Green/Pink,71.76,6,0.0,20.0928
192,Ca-2015-102281,2015-12-10,2015-10-14,First Class,Mp-17470,Mark Packer,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 205,51.84,8,0.0,24.8832
193,Ca-2015-102281,2015-12-10,2015-10-14,First Class,Mp-17470,Mark Packer,Home Office,New York City,New York,East,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764
194,Ca-2015-102281,2015-12-10,2015-10-14,First Class,Mp-17470,Mark Packer,Home Office,New York City,New York,East,Office Supplies,Art,4009 Highlighters By Sanford,19.9,5,0.0,6.567
195,Ca-2015-131457,2015-10-31,2015-06-11,Standard Class,Mz-17515,Mary Zewe,Corporate,Redlands,California,West,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,7,0.0,6.7116
196,Ca-2014-140004,2014-03-21,2014-03-25,Standard Class,Cb-12025,Cassandra Brandow,Consumer,Hamilton,Ohio,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038
197,Ca-2014-140004,2014-03-21,2014-03-25,Standard Class,Cb-12025,Cassandra Brandow,Consumer,Hamilton,Ohio,East,Office Supplies,Art,"Binney & Smith Inktank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,3,0.2,1.5876
198,Ca-2017-107720,2017-06-11,2017-11-13,Standard Class,Vm-21685,Valerie Mitchum,Home Office,Westfield,New Jersey,East,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,3,0.0,12.0276
199,Us-2017-124303,2017-06-07,2017-07-13,Standard Class,Fh-14365,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Pressboard Covers With Storage Hooks, 9 1/2"" X 11"", Light Blue",2.946,2,0.7,-2.2586
200,Us-2017-124303,2017-06-07,2017-07-13,Standard Class,Fh-14365,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 X 4 Forms, 2 Or 4 Forms Per Page",16.056,3,0.2,5.8203
201,Ca-2017-105074,2017-06-24,2017-06-29,Standard Class,Mb-17305,Maria Bertelson,Consumer,Akron,Ohio,East,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,3,0.2,6.795
202,Ca-2014-133690,2014-03-08,2014-05-08,First Class,Bs-11755,Bruce Stewart,Consumer,Denver,Colorado,West,Furniture,Tables,Boxoffice By Design Rectangular And Half-Moon Meeting Room Tables,218.75,2,0.5,-161.875
203,Ca-2014-133690,2014-03-08,2014-05-08,First Class,Bs-11755,Bruce Stewart,Consumer,Denver,Colorado,West,Office Supplies,Appliances,"Bravo Ii Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts Per Pack",2.6,1,0.2,0.2925
204,Us-2017-116701,2017-12-17,2017-12-21,Second Class,Lc-17140,Logan Currie,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,66.284,2,0.8,-178.9668
205,Ca-2017-126382,2017-03-06,2017-07-06,Standard Class,Hk-14890,Heather Kirkland,Corporate,Franklin,Tennessee,South,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712
206,Ca-2017-108329,2017-09-12,2017-12-14,Standard Class,Le-16810,Laurel Elliston,Consumer,Whittier,California,West,Technology,Phones,Nortel Business Series Terminal T7208 Digital Phone,444.768,4,0.2,44.4768
207,Ca-2017-135860,2017-01-12,2017-07-12,Standard Class,Jh-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,4,0.0,5.8744
208,Ca-2017-135860,2017-01-12,2017-07-12,Standard Class,Jh-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,Technology,Phones,Panasonic Kx-Tg6844B Expandable Digital Cordless Telephone,131.98,2,0.0,35.6346
209,Ca-2017-135860,2017-01-12,2017-07-12,Standard Class,Jh-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,4,0.0,7.4824
210,Ca-2017-135860,2017-01-12,2017-07-12,Standard Class,Jh-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,9,0.0,16.2099
211,Ca-2017-135860,2017-01-12,2017-07-12,Standard Class,Jh-15985,Joseph Holt,Consumer,Saginaw,Michigan,Central,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34W X 5-1/4D X 20-1/2H",91.99,1,0.0,3.6796
212,Ca-2015-101007,2015-09-02,2015-02-13,Second Class,Ms-17980,Michael Stewart,Corporate,Dallas,Texas,Central,Technology,Accessories,Memorex Micro Travel Drive 8 Gb,20.8,2,0.2,6.5
213,Ca-2015-146262,2015-02-01,2015-09-01,Standard Class,Vw-21775,Victoria Wilson,Corporate,Medina,Ohio,East,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88
214,Ca-2015-146262,2015-02-01,2015-09-01,Standard Class,Vw-21775,Victoria Wilson,Corporate,Medina,Ohio,East,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase In Odessa Pine,452.45,5,0.5,-244.323
215,Ca-2015-146262,2015-02-01,2015-09-01,Standard Class,Vw-21775,Victoria Wilson,Corporate,Medina,Ohio,East,Technology,Phones,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958
216,Ca-2015-146262,2015-02-01,2015-09-01,Standard Class,Vw-21775,Victoria Wilson,Corporate,Medina,Ohio,East,Technology,Machines,Cisco 9971 Ip Video Phone Charcoal,1188.0,9,0.7,-950.4
217,Ca-2015-146262,2015-02-01,2015-09-01,Standard Class,Vw-21775,Victoria Wilson,Corporate,Medina,Ohio,East,Technology,Accessories,Sony Micro Vault Click 16 Gb Usb 2.0 Flash Drive,89.584,2,0.2,4.4792
218,Ca-2016-130162,2016-10-28,2016-01-11,Standard Class,Jh-15910,Jonathan Howell,Consumer,Los Angeles,California,West,Office Supplies,Storage,"Personal Filing Tote With Lid, Black/Gray",93.06,6,0.0,26.0568
219,Ca-2016-130162,2016-10-28,2016-01-11,Standard Class,Jh-15910,Jonathan Howell,Consumer,Los Angeles,California,West,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782
220,Ca-2015-169397,2015-12-24,2015-12-27,First Class,Jb-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,Office Supplies,Fasteners,Oic Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148
221,Ca-2015-169397,2015-12-24,2015-12-27,First Class,Jb-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,Office Supplies,Paper,"While You Were Out Pads, 50 Per Pad, 4 X 5 1/4, Green Cycle",22.704,6,0.2,8.2302
222,Ca-2015-169397,2015-12-24,2015-12-27,First Class,Jb-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776,4,0.7,-13.8432
223,Ca-2015-169397,2015-12-24,2015-12-27,First Class,Jb-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848
224,Ca-2015-169397,2015-12-24,2015-12-27,First Class,Jb-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,Technology,Machines,Swingline Sm12-08 Microcut Jam Free Shredder,479.988,4,0.7,-383.9904
225,Ca-2015-169397,2015-12-24,2015-12-27,First Class,Jb-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168
226,Ca-2015-163055,2015-09-08,2015-08-16,Standard Class,Ds-13180,David Smith,Corporate,Detroit,Michigan,Central,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0.0,0.968
227,Ca-2015-163055,2015-09-08,2015-08-16,Standard Class,Ds-13180,David Smith,Corporate,Detroit,Michigan,Central,Furniture,Tables,Bevis 36 X 72 Conference Tables,622.45,5,0.0,136.939
228,Ca-2015-163055,2015-09-08,2015-08-16,Standard Class,Ds-13180,David Smith,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,Rogers Deluxe File Chest,21.98,1,0.0,0.2198
